Date,Open,High,Low,Close,Volume
2015-07-28,23.1599,23.1599,21.7694,22.3452,1399241.5842711
2015-07-29,22.4202,22.811,22.2123,22.7211,506549.95913128
2015-07-30,22.951,24.1085,22.7701,23.6607,772550.43692864
2015-07-31,23.8106,24.1545,23.6377,24.0785,408773.55520283
2015-08-03,24.2075,24.2275,23.7597,24.0196,253409.53241436
2015-08-04,24.0406,24.0785,23.4838,23.5877,190591.85933041
2015-08-05,23.6687,23.9046,22.5691,22.818,354530.24989877
2015-08-06,22.958,23.2189,21.5555,22.0044,668704.64911027
2015-08-07,21.9284,22.5311,21.9224,22.0933,478559.96541836
2015-08-10,22.2423,22.3162,21.8524,22.1743,394312.87543871
